,Domain,Country,Element,Crop,Year,Unit,Production,Crop
2937,Crops and livestock products,India,Production,Cucumbers and gherkins,1998,tonnes,117000,cucumber
2938,Crops and livestock products,India,Production,Cucumbers and gherkins,1999,tonnes,118000,cucumber
2939,Crops and livestock products,India,Production,Cucumbers and gherkins,2000,tonnes,119000,cucumber
2940,Crops and livestock products,India,Production,Cucumbers and gherkins,2001,tonnes,120000,cucumber
2941,Crops and livestock products,India,Production,Cucumbers and gherkins,2002,tonnes,122502,cucumber
2942,Crops and livestock products,India,Production,Cucumbers and gherkins,2003,tonnes,125142,cucumber
2943,Crops and livestock products,India,Production,Cucumbers and gherkins,2004,tonnes,127950,cucumber
2944,Crops and livestock products,India,Production,Cucumbers and gherkins,2005,tonnes,130894,cucumber
2945,Crops and livestock products,India,Production,Cucumbers and gherkins,2006,tonnes,141576,cucumber
2946,Crops and livestock products,India,Production,Cucumbers and gherkins,2007,tonnes,145968,cucumber
2947,Crops and livestock products,India,Production,Cucumbers and gherkins,2008,tonnes,150639,cucumber
2948,Crops and livestock products,India,Production,Cucumbers and gherkins,2009,tonnes,155271,cucumber
2949,Crops and livestock products,India,Production,Cucumbers and gherkins,2010,tonnes,159596,cucumber
2950,Crops and livestock products,India,Production,Cucumbers and gherkins,2011,tonnes,163556,cucumber
2951,Crops and livestock products,India,Production,Cucumbers and gherkins,2012,tonnes,168000,cucumber
2952,Crops and livestock products,India,Production,Cucumbers and gherkins,2013,tonnes,168000,cucumber
2953,Crops and livestock products,India,Production,Cucumbers and gherkins,2014,tonnes,169475,cucumber
2954,Crops and livestock products,India,Production,Cucumbers and gherkins,2015,tonnes,180568,cucumber
2955,Crops and livestock products,India,Production,Cucumbers and gherkins,2016,tonnes,172681,cucumber
2956,Crops and livestock products,India,Production,Cucumbers and gherkins,2017,tonnes,174241,cucumber
2957,Crops and livestock products,India,Production,Cucumbers and gherkins,2018,tonnes,175830,cucumber
3074,Crops and livestock products,India,Production,Eggplants (aubergines),1961,tonnes,990000,eggplant
3075,Crops and livestock products,India,Production,Eggplants (aubergines),1962,tonnes,1050000,eggplant
3076,Crops and livestock products,India,Production,Eggplants (aubergines),1963,tonnes,1100000,eggplant
3077,Crops and livestock products,India,Production,Eggplants (aubergines),1964,tonnes,1150000,eggplant
3078,Crops and livestock products,India,Production,Eggplants (aubergines),1965,tonnes,1200000,eggplant
3079,Crops and livestock products,India,Production,Eggplants (aubergines),1966,tonnes,1230000,eggplant
3080,Crops and livestock products,India,Production,Eggplants (aubergines),1967,tonnes,1300000,eggplant
3081,Crops and livestock products,India,Production,Eggplants (aubergines),1968,tonnes,1365000,eggplant
3082,Crops and livestock products,India,Production,Eggplants (aubergines),1969,tonnes,1400000,eggplant
3083,Crops and livestock products,India,Production,Eggplants (aubergines),1970,tonnes,1480000,eggplant
3084,Crops and livestock products,India,Production,Eggplants (aubergines),1971,tonnes,1540000,eggplant
3085,Crops and livestock products,India,Production,Eggplants (aubergines),1972,tonnes,1585000,eggplant
3086,Crops and livestock products,India,Production,Eggplants (aubergines),1973,tonnes,1635000,eggplant
3087,Crops and livestock products,India,Production,Eggplants (aubergines),1974,tonnes,1660000,eggplant
3088,Crops and livestock products,India,Production,Eggplants (aubergines),1975,tonnes,1700000,eggplant
3089,Crops and livestock products,India,Production,Eggplants (aubergines),1976,tonnes,1760000,eggplant
3090,Crops and livestock products,India,Production,Eggplants (aubergines),1977,tonnes,1810000,eggplant
3091,Crops and livestock products,India,Production,Eggplants (aubergines),1978,tonnes,1880000,eggplant
3092,Crops and livestock products,India,Production,Eggplants (aubergines),1979,tonnes,1940000,eggplant
3093,Crops and livestock products,India,Production,Eggplants (aubergines),1980,tonnes,2000000,eggplant
3094,Crops and livestock products,India,Production,Eggplants (aubergines),1981,tonnes,2180000,eggplant
3095,Crops and livestock products,India,Production,Eggplants (aubergines),1982,tonnes,2300000,eggplant
3096,Crops and livestock products,India,Production,Eggplants (aubergines),1983,tonnes,2360000,eggplant
3097,Crops and livestock products,India,Production,Eggplants (aubergines),1984,tonnes,2480000,eggplant
3098,Crops and livestock products,India,Production,Eggplants (aubergines),1985,tonnes,2550000,eggplant
3099,Crops and livestock products,India,Production,Eggplants (aubergines),1986,tonnes,2660000,eggplant
3100,Crops and livestock products,India,Production,Eggplants (aubergines),1987,tonnes,2775000,eggplant
3101,Crops and livestock products,India,Production,Eggplants (aubergines),1988,tonnes,2870000,eggplant
3102,Crops and livestock products,India,Production,Eggplants (aubergines),1989,tonnes,2960000,eggplant
3103,Crops and livestock products,India,Production,Eggplants (aubergines),1990,tonnes,3000000,eggplant
3104,Crops and livestock products,India,Production,Eggplants (aubergines),1991,tonnes,3124000,eggplant
3105,Crops and livestock products,India,Production,Eggplants (aubergines),1992,tonnes,2753000,eggplant
3106,Crops and livestock products,India,Production,Eggplants (aubergines),1993,tonnes,5011000,eggplant
3107,Crops and livestock products,India,Production,Eggplants (aubergines),1994,tonnes,4420000,eggplant
3108,Crops and livestock products,India,Production,Eggplants (aubergines),1995,tonnes,6230000,eggplant
3109,Crops and livestock products,India,Production,Eggplants (aubergines),1996,tonnes,6000000,eggplant
3110,Crops and livestock products,India,Production,Eggplants (aubergines),1997,tonnes,6100000,eggplant
3111,Crops and livestock products,India,Production,Eggplants (aubergines),1998,tonnes,7740000,eggplant
3112,Crops and livestock products,India,Production,Eggplants (aubergines),1999,tonnes,7880000,eggplant
3113,Crops and livestock products,India,Production,Eggplants (aubergines),2000,tonnes,8120000,eggplant
3114,Crops and livestock products,India,Production,Eggplants (aubergines),2001,tonnes,7700000,eggplant
3115,Crops and livestock products,India,Production,Eggplants (aubergines),2002,tonnes,8350000,eggplant
3116,Crops and livestock products,India,Production,Eggplants (aubergines),2003,tonnes,7830000,eggplant
3117,Crops and livestock products,India,Production,Eggplants (aubergines),2004,tonnes,8477300,eggplant
3118,Crops and livestock products,India,Production,Eggplants (aubergines),2005,tonnes,8600800,eggplant
3119,Crops and livestock products,India,Production,Eggplants (aubergines),2006,tonnes,9364300,eggplant
3120,Crops and livestock products,India,Production,Eggplants (aubergines),2007,tonnes,9453000,eggplant
3121,Crops and livestock products,India,Production,Eggplants (aubergines),2008,tonnes,9678000,eggplant
3122,Crops and livestock products,India,Production,Eggplants (aubergines),2009,tonnes,10377600,eggplant
3123,Crops and livestock products,India,Production,Eggplants (aubergines),2010,tonnes,10563000,eggplant
3124,Crops and livestock products,India,Production,Eggplants (aubergines),2011,tonnes,11896000,eggplant
3125,Crops and livestock products,India,Production,Eggplants (aubergines),2012,tonnes,12634000,eggplant
3126,Crops and livestock products,India,Production,Eggplants (aubergines),2013,tonnes,13444000,eggplant
3127,Crops and livestock products,India,Production,Eggplants (aubergines),2014,tonnes,13557820,eggplant
3128,Crops and livestock products,India,Production,Eggplants (aubergines),2015,tonnes,12589000,eggplant
3129,Crops and livestock products,India,Production,Eggplants (aubergines),2016,tonnes,12515000,eggplant
3130,Crops and livestock products,India,Production,Eggplants (aubergines),2017,tonnes,12510000,eggplant
3131,Crops and livestock products,India,Production,Eggplants (aubergines),2018,tonnes,12801000,eggplant
3248,Crops and livestock products,India,Production,"Anise, badian, fennel, coriander",1961,tonnes,45000,fennel coriander
3249,Crops and livestock products,India,Production,"Anise, badian, fennel, coriander",1962,tonnes,45000,fennel coriander
3250,Crops and livestock products,India,Production,"Anise, badian, fennel, coriander",1963,tonnes,50000,fennel coriander
3251,Crops and livestock products,India,Production,"Anise, badian, fennel, coriander",1964,tonnes,50000,fennel coriander
3252,Crops and livestock products,India,Production,"Anise, badian, fennel, coriander",1965,tonnes,50000,fennel coriander
3253,Crops and livestock products,India,Production,"Anise, badian, fennel, coriander",1966,tonnes,48000,fennel coriander
3254,Crops and livestock products,India,Production,"Anise, badian, fennel, coriander",1967,tonnes,48000,fennel coriander
3255,Crops and livestock products,India,Production,"Anise, badian, fennel, coriander",1968,tonnes,48000,fennel coriander
3256,Crops and livestock products,India,Production,"Anise, badian, fennel, coriander",1969,tonnes,43000,fennel coriander
3257,Crops and livestock products,India,Production,"Anise, badian, fennel, coriander",1970,tonnes,43000,fennel coriander
3258,Crops and livestock products,India,Production,"Anise, badian, fennel, coriander",1971,tonnes,43000,fennel coriander
