,Domain,Country,Element,Crop,Year,Unit,Production,Crop
4322,Crops and livestock products,India,Production,Lentils,1991,tonnes,851400,lentils
4323,Crops and livestock products,India,Production,Lentils,1992,tonnes,801700,lentils
4324,Crops and livestock products,India,Production,Lentils,1993,tonnes,790800,lentils
4325,Crops and livestock products,India,Production,Lentils,1994,tonnes,748000,lentils
4326,Crops and livestock products,India,Production,Lentils,1995,tonnes,783800,lentils
4327,Crops and livestock products,India,Production,Lentils,1996,tonnes,713700,lentils
4328,Crops and livestock products,India,Production,Lentils,1997,tonnes,962000,lentils
4329,Crops and livestock products,India,Production,Lentils,1998,tonnes,803900,lentils
4330,Crops and livestock products,India,Production,Lentils,1999,tonnes,937800,lentils
4331,Crops and livestock products,India,Production,Lentils,2000,tonnes,1078900,lentils
4332,Crops and livestock products,India,Production,Lentils,2001,tonnes,915200,lentils
4333,Crops and livestock products,India,Production,Lentils,2002,tonnes,974400,lentils
4334,Crops and livestock products,India,Production,Lentils,2003,tonnes,873200,lentils
4335,Crops and livestock products,India,Production,Lentils,2004,tonnes,1037800,lentils
4336,Crops and livestock products,India,Production,Lentils,2005,tonnes,994200,lentils
4337,Crops and livestock products,India,Production,Lentils,2006,tonnes,946200,lentils
4338,Crops and livestock products,India,Production,Lentils,2007,tonnes,910000,lentils
4339,Crops and livestock products,India,Production,Lentils,2008,tonnes,810000,lentils
4340,Crops and livestock products,India,Production,Lentils,2009,tonnes,953300,lentils
4341,Crops and livestock products,India,Production,Lentils,2010,tonnes,1031600,lentils
4342,Crops and livestock products,India,Production,Lentils,2011,tonnes,943800,lentils
4343,Crops and livestock products,India,Production,Lentils,2012,tonnes,1058700,lentils
4344,Crops and livestock products,India,Production,Lentils,2013,tonnes,1134000,lentils
4345,Crops and livestock products,India,Production,Lentils,2014,tonnes,1017000,lentils
4346,Crops and livestock products,India,Production,Lentils,2015,tonnes,1035000,lentils
4347,Crops and livestock products,India,Production,Lentils,2016,tonnes,976000,lentils
4348,Crops and livestock products,India,Production,Lentils,2017,tonnes,1223850,lentils
4349,Crops and livestock products,India,Production,Lentils,2018,tonnes,1621810,lentils
4466,Crops and livestock products,India,Production,Lettuce and chicory,1961,tonnes,250000,lettuce
4467,Crops and livestock products,India,Production,Lettuce and chicory,1962,tonnes,265000,lettuce
4468,Crops and livestock products,India,Production,Lettuce and chicory,1963,tonnes,271000,lettuce
4469,Crops and livestock products,India,Production,Lettuce and chicory,1964,tonnes,280000,lettuce
4470,Crops and livestock products,India,Production,Lettuce and chicory,1965,tonnes,295000,lettuce
4471,Crops and livestock products,India,Production,Lettuce and chicory,1966,tonnes,305000,lettuce
4472,Crops and livestock products,India,Production,Lettuce and chicory,1967,tonnes,312000,lettuce
4473,Crops and livestock products,India,Production,Lettuce and chicory,1968,tonnes,321000,lettuce
4474,Crops and livestock products,India,Production,Lettuce and chicory,1969,tonnes,350000,lettuce
4475,Crops and livestock products,India,Production,Lettuce and chicory,1970,tonnes,355000,lettuce
4476,Crops and livestock products,India,Production,Lettuce and chicory,1971,tonnes,360000,lettuce
4477,Crops and livestock products,India,Production,Lettuce and chicory,1972,tonnes,385000,lettuce
4478,Crops and livestock products,India,Production,Lettuce and chicory,1973,tonnes,390000,lettuce
4479,Crops and livestock products,India,Production,Lettuce and chicory,1974,tonnes,405000,lettuce
4480,Crops and livestock products,India,Production,Lettuce and chicory,1975,tonnes,415000,lettuce
4481,Crops and livestock products,India,Production,Lettuce and chicory,1976,tonnes,460000,lettuce
4482,Crops and livestock products,India,Production,Lettuce and chicory,1977,tonnes,484000,lettuce
4483,Crops and livestock products,India,Production,Lettuce and chicory,1978,tonnes,495000,lettuce
4484,Crops and livestock products,India,Production,Lettuce and chicory,1979,tonnes,540000,lettuce
4485,Crops and livestock products,India,Production,Lettuce and chicory,1980,tonnes,550000,lettuce
4486,Crops and livestock products,India,Production,Lettuce and chicory,1981,tonnes,570000,lettuce
4487,Crops and livestock products,India,Production,Lettuce and chicory,1982,tonnes,600000,lettuce
4488,Crops and livestock products,India,Production,Lettuce and chicory,1983,tonnes,612000,lettuce
4489,Crops and livestock products,India,Production,Lettuce and chicory,1984,tonnes,618000,lettuce
4490,Crops and livestock products,India,Production,Lettuce and chicory,1985,tonnes,650000,lettuce
4491,Crops and livestock products,India,Production,Lettuce and chicory,1986,tonnes,660000,lettuce
4492,Crops and livestock products,India,Production,Lettuce and chicory,1987,tonnes,678000,lettuce
4493,Crops and livestock products,India,Production,Lettuce and chicory,1988,tonnes,692000,lettuce
4494,Crops and livestock products,India,Production,Lettuce and chicory,1989,tonnes,707000,lettuce
4495,Crops and livestock products,India,Production,Lettuce and chicory,1990,tonnes,717000,lettuce
4496,Crops and livestock products,India,Production,Lettuce and chicory,1991,tonnes,731158,lettuce
4497,Crops and livestock products,India,Production,Lettuce and chicory,1992,tonnes,732000,lettuce
4498,Crops and livestock products,India,Production,Lettuce and chicory,1993,tonnes,735000,lettuce
4499,Crops and livestock products,India,Production,Lettuce and chicory,1994,tonnes,755000,lettuce
4500,Crops and livestock products,India,Production,Lettuce and chicory,1995,tonnes,760000,lettuce
4501,Crops and livestock products,India,Production,Lettuce and chicory,1996,tonnes,765000,lettuce
4502,Crops and livestock products,India,Production,Lettuce and chicory,1997,tonnes,767215,lettuce
4503,Crops and livestock products,India,Production,Lettuce and chicory,1998,tonnes,770000,lettuce
4504,Crops and livestock products,India,Production,Lettuce and chicory,1999,tonnes,780000,lettuce
4505,Crops and livestock products,India,Production,Lettuce and chicory,2000,tonnes,785000,lettuce
4506,Crops and livestock products,India,Production,Lettuce and chicory,2001,tonnes,790000,lettuce
4507,Crops and livestock products,India,Production,Lettuce and chicory,2002,tonnes,803792,lettuce
4508,Crops and livestock products,India,Production,Lettuce and chicory,2003,tonnes,819185,lettuce
4509,Crops and livestock products,India,Production,Lettuce and chicory,2004,tonnes,835702,lettuce
4510,Crops and livestock products,India,Production,Lettuce and chicory,2005,tonnes,852976,lettuce
4511,Crops and livestock products,India,Production,Lettuce and chicory,2006,tonnes,917028,lettuce
4512,Crops and livestock products,India,Production,Lettuce and chicory,2007,tonnes,942980,lettuce
4513,Crops and livestock products,India,Production,Lettuce and chicory,2008,tonnes,970326,lettuce
4514,Crops and livestock products,India,Production,Lettuce and chicory,2009,tonnes,997490,lettuce
4515,Crops and livestock products,India,Production,Lettuce and chicory,2010,tonnes,1023293,lettuce
4516,Crops and livestock products,India,Production,Lettuce and chicory,2011,tonnes,1047526,lettuce
4517,Crops and livestock products,India,Production,Lettuce and chicory,2012,tonnes,1075000,lettuce
4518,Crops and livestock products,India,Production,Lettuce and chicory,2013,tonnes,1080000,lettuce
4519,Crops and livestock products,India,Production,Lettuce and chicory,2014,tonnes,1095120,lettuce
4520,Crops and livestock products,India,Production,Lettuce and chicory,2015,tonnes,1152479,lettuce
4521,Crops and livestock products,India,Production,Lettuce and chicory,2016,tonnes,1109199,lettuce
4522,Crops and livestock products,India,Production,Lettuce and chicory,2017,tonnes,1118933,lettuce
4523,Crops and livestock products,India,Production,Lettuce and chicory,2018,tonnes,1126870,lettuce
4640,Crops and livestock products,India,Production,Maize,1961,tonnes,4312000,maize
4641,Crops and livestock products,India,Production,Maize,1962,tonnes,4607000,maize
4642,Crops and livestock products,India,Production,Maize,1963,tonnes,4561000,maize
4643,Crops and livestock products,India,Production,Maize,1964,tonnes,4664000,maize
4644,Crops and livestock products,India,Production,Maize,1965,tonnes,4823000,maize
4645,Crops and livestock products,India,Production,Maize,1966,tonnes,4893600,maize
4646,Crops and livestock products,India,Production,Maize,1967,tonnes,6269300,maize
4647,Crops and livestock products,India,Production,Maize,1968,tonnes,5701100,maize
4648,Crops and livestock products,India,Production,Maize,1969,tonnes,5674300,maize
4649,Crops and livestock products,India,Production,Maize,1970,tonnes,7485600,maize
4650,Crops and livestock products,India,Production,Maize,1971,tonnes,5100500,maize
4651,Crops and livestock products,India,Production,Maize,1972,tonnes,6388500,maize
4652,Crops and livestock products,India,Production,Maize,1973,tonnes,5803500,maize
4653,Crops and livestock products,India,Production,Maize,1974,tonnes,5558900,maize
4654,Crops and livestock products,India,Production,Maize,1975,tonnes,7255800,maize
4655,Crops and livestock products,India,Production,Maize,1976,tonnes,6361200,maize
4656,Crops and livestock products,India,Production,Maize,1977,tonnes,5973300,maize
4657,Crops and livestock products,India,Production,Maize,1978,tonnes,6199000,maize
4658,Crops and livestock products,India,Production,Maize,1979,tonnes,5602900,maize
4659,Crops and livestock products,India,Production,Maize,1980,tonnes,6957000,maize
4660,Crops and livestock products,India,Production,Maize,1981,tonnes,6897100,maize
4661,Crops and livestock products,India,Production,Maize,1982,tonnes,6548500,maize
4662,Crops and livestock products,India,Production,Maize,1983,tonnes,7922000,maize
4663,Crops and livestock products,India,Production,Maize,1984,tonnes,8441800,maize
4664,Crops and livestock products,India,Production,Maize,1985,tonnes,6643700,maize
4665,Crops and livestock products,India,Production,Maize,1986,tonnes,7592800,maize
4666,Crops and livestock products,India,Production,Maize,1987,tonnes,5721300,maize
4667,Crops and livestock products,India,Production,Maize,1988,tonnes,8228700,maize
4668,Crops and livestock products,India,Production,Maize,1989,tonnes,9651300,maize
4669,Crops and livestock products,India,Production,Maize,1990,tonnes,8961700,maize
4670,Crops and livestock products,India,Production,Maize,1991,tonnes,8064400,maize
4671,Crops and livestock products,India,Production,Maize,1992,tonnes,9992100,maize
4672,Crops and livestock products,India,Production,Maize,1993,tonnes,9601000,maize
4673,Crops and livestock products,India,Production,Maize,1994,tonnes,8884400,maize
4674,Crops and livestock products,India,Production,Maize,1995,tonnes,9534000,maize
4675,Crops and livestock products,India,Production,Maize,1996,tonnes,10769000,maize
4676,Crops and livestock products,India,Production,Maize,1997,tonnes,10816000,maize
4677,Crops and livestock products,India,Production,Maize,1998,tonnes,11147700,maize
4678,Crops and livestock products,India,Production,Maize,1999,tonnes,11509600,maize
4679,Crops and livestock products,India,Production,Maize,2000,tonnes,12043200,maize
4680,Crops and livestock products,India,Production,Maize,2001,tonnes,13160200,maize
4681,Crops and livestock products,India,Production,Maize,2002,tonnes,11151700,maize
4682,Crops and livestock products,India,Production,Maize,2003,tonnes,14984300,maize
4683,Crops and livestock products,India,Production,Maize,2004,tonnes,14172000,maize
4684,Crops and livestock products,India,Production,Maize,2005,tonnes,14709900,maize
4685,Crops and livestock products,India,Production,Maize,2006,tonnes,15097000,maize
4686,Crops and livestock products,India,Production,Maize,2007,tonnes,18955400,maize
4687,Crops and livestock products,India,Production,Maize,2008,tonnes,19731400,maize
4688,Crops and livestock products,India,Production,Maize,2009,tonnes,16719500,maize
4689,Crops and livestock products,India,Production,Maize,2010,tonnes,21725800,maize
4690,Crops and livestock products,India,Production,Maize,2011,tonnes,21760000,maize
4691,Crops and livestock products,India,Production,Maize,2012,tonnes,22260000,maize
4692,Crops and livestock products,India,Production,Maize,2013,tonnes,24259510,maize
4693,Crops and livestock products,India,Production,Maize,2014,tonnes,24170000,maize
4694,Crops and livestock products,India,Production,Maize,2015,tonnes,22570000,maize
4695,Crops and livestock products,India,Production,Maize,2016,tonnes,25900000,maize
4696,Crops and livestock products,India,Production,Maize,2017,tonnes,25899870,maize
4697,Crops and livestock products,India,Production,Maize,2018,tonnes,28752880,maize
4814,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1961,tonnes,6988000,mangoes
4815,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1962,tonnes,6988000,mangoes
4816,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1963,tonnes,7000000,mangoes
4817,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1964,tonnes,7000000,mangoes
4818,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1965,tonnes,7000000,mangoes
4819,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1966,tonnes,7000000,mangoes
4820,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1967,tonnes,7100000,mangoes
4821,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1968,tonnes,7100000,mangoes
4822,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1969,tonnes,7100000,mangoes
4823,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1970,tonnes,7100000,mangoes
4824,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1971,tonnes,7100000,mangoes
4825,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1972,tonnes,7200000,mangoes
4826,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1973,tonnes,7200000,mangoes
4827,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1974,tonnes,7300000,mangoes
4828,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1975,tonnes,7300000,mangoes
4829,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1976,tonnes,7400000,mangoes
4830,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1977,tonnes,7456340,mangoes
4831,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1978,tonnes,7527200,mangoes
4832,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1979,tonnes,8216510,mangoes
4833,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1980,tonnes,8363300,mangoes
4834,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1981,tonnes,8515710,mangoes
4835,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1982,tonnes,8662810,mangoes
4836,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1983,tonnes,8833800,mangoes
4837,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1984,tonnes,9154460,mangoes
4838,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1985,tonnes,9337520,mangoes
4839,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1986,tonnes,9871000,mangoes
4840,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1987,tonnes,10113330,mangoes
4841,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1988,tonnes,7927000,mangoes
4842,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1989,tonnes,8504000,mangoes
4843,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1990,tonnes,8645405,mangoes
4844,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1991,tonnes,8752134,mangoes
4845,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1992,tonnes,9223256,mangoes
4846,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1993,tonnes,10110000,mangoes
4847,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1994,tonnes,10990000,mangoes
4848,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1995,tonnes,11000000,mangoes
4849,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1996,tonnes,10937183,mangoes
4850,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1997,tonnes,11000000,mangoes
4851,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1998,tonnes,10230000,mangoes
4852,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",1999,tonnes,9781700,mangoes
4853,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2000,tonnes,10503500,mangoes
4854,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2001,tonnes,10056800,mangoes
4855,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2002,tonnes,10020200,mangoes
4856,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2003,tonnes,12733200,mangoes
4857,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2004,tonnes,11490000,mangoes
4858,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2005,tonnes,11829700,mangoes
4859,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2006,tonnes,12663100,mangoes
4860,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2007,tonnes,13734000,mangoes
4861,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2008,tonnes,13997000,mangoes
4862,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2009,tonnes,12750000,mangoes
4863,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2010,tonnes,15026700,mangoes
4864,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2011,tonnes,15188000,mangoes
4865,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2012,tonnes,16196000,mangoes
4866,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2013,tonnes,18002000,mangoes
4867,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2014,tonnes,18431330,mangoes
4868,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2015,tonnes,18527000,mangoes
4869,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2016,tonnes,18643000,mangoes
4870,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2017,tonnes,23332000,mangoes
4871,Crops and livestock products,India,Production,"Mangoes, mangosteens, guavas",2018,tonnes,24966000,mangoes
4988,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1961,tonnes,130000,melons
4989,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1962,tonnes,135000,melons
4990,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1963,tonnes,140000,melons
4991,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1964,tonnes,150000,melons
4992,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1965,tonnes,155000,melons
4993,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1966,tonnes,165000,melons
4994,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1967,tonnes,180000,melons
4995,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1968,tonnes,183000,melons
4996,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1969,tonnes,190000,melons
4997,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1970,tonnes,195000,melons
4998,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1971,tonnes,200000,melons
4999,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1972,tonnes,220000,melons
5000,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1973,tonnes,230000,melons
5001,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1974,tonnes,250000,melons
5002,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1975,tonnes,270000,melons
5003,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1976,tonnes,275000,melons
5004,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1977,tonnes,290000,melons
5005,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1978,tonnes,310000,melons
5006,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1979,tonnes,340000,melons
5007,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1980,tonnes,370000,melons
5008,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1981,tonnes,400000,melons
5009,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1982,tonnes,440000,melons
5010,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1983,tonnes,470000,melons
5011,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1984,tonnes,500000,melons
5012,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1985,tonnes,530000,melons
5013,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1986,tonnes,550000,melons
5014,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1987,tonnes,580000,melons
5015,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1988,tonnes,600000,melons
5016,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1989,tonnes,610000,melons
5017,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1990,tonnes,615000,melons
5018,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1991,tonnes,633000,melons
5019,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1992,tonnes,620000,melons
5020,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1993,tonnes,625000,melons
5021,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1994,tonnes,630000,melons
5022,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1995,tonnes,635000,melons
5023,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1996,tonnes,640000,melons
5024,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1997,tonnes,646357,melons
5025,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1998,tonnes,645788,melons
5026,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",1999,tonnes,648470,melons
5027,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2000,tonnes,645000,melons
5028,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2001,tonnes,657153,melons
5029,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2002,tonnes,665403,melons
5030,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2003,tonnes,674080,melons
5031,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2004,tonnes,758529,melons
5032,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2005,tonnes,792199,melons
5033,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2006,tonnes,819427,melons
5034,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2007,tonnes,847702,melons
5035,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2008,tonnes,876008,melons
5036,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2009,tonnes,904054,melons
5037,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2010,tonnes,931688,melons
5038,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2011,tonnes,739900,melons
5039,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2012,tonnes,791000,melons
5040,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2013,tonnes,868000,melons
5041,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2014,tonnes,761000,melons
5042,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2015,tonnes,863000,melons
5043,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2016,tonnes,935000,melons
5044,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2017,tonnes,1097000,melons
5045,Crops and livestock products,India,Production,"Melons, other (inc.cantaloupes)",2018,tonnes,1231000,melons
5162,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1961,tonnes,3000,nutmeg
5163,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1962,tonnes,4000,nutmeg
5164,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1963,tonnes,4000,nutmeg
5165,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1964,tonnes,4000,nutmeg
5166,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1965,tonnes,4000,nutmeg
5167,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1966,tonnes,4000,nutmeg
5168,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1967,tonnes,3000,nutmeg
5169,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1968,tonnes,3000,nutmeg
5170,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1969,tonnes,3000,nutmeg
5171,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1970,tonnes,3000,nutmeg
5172,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1971,tonnes,3600,nutmeg
5173,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1972,tonnes,2900,nutmeg
5174,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1973,tonnes,3200,nutmeg
5175,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1974,tonnes,4800,nutmeg
5176,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1975,tonnes,5200,nutmeg
5177,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1976,tonnes,4400,nutmeg
5178,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1977,tonnes,4500,nutmeg
5179,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1978,tonnes,5100,nutmeg
5180,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1979,tonnes,5300,nutmeg
5181,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1980,tonnes,5500,nutmeg
5182,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1981,tonnes,9400,nutmeg
5183,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1982,tonnes,8050,nutmeg
5184,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1983,tonnes,8900,nutmeg
5185,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1984,tonnes,9300,nutmeg
5186,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1985,tonnes,10020,nutmeg
5187,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1986,tonnes,9710,nutmeg
5188,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1987,tonnes,9270,nutmeg
5189,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1988,tonnes,8560,nutmeg
5190,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1989,tonnes,10120,nutmeg
5191,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1990,tonnes,9560,nutmeg
5192,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1991,tonnes,9520,nutmeg
5193,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1992,tonnes,9210,nutmeg
5194,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1993,tonnes,10870,nutmeg
5195,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1994,tonnes,10700,nutmeg
5196,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1995,tonnes,11700,nutmeg
5197,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1996,tonnes,12600,nutmeg
5198,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1997,tonnes,11700,nutmeg
5199,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1998,tonnes,9000,nutmeg
5200,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",1999,tonnes,10700,nutmeg
5201,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2000,tonnes,14500,nutmeg
5202,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2001,tonnes,15200,nutmeg
5203,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2002,tonnes,15400,nutmeg
5204,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2003,tonnes,16700,nutmeg
5205,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2004,tonnes,16900,nutmeg
5206,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2005,tonnes,17800,nutmeg
5207,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2006,tonnes,17000,nutmeg
5208,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2007,tonnes,13650,nutmeg
5209,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2008,tonnes,15450,nutmeg
5210,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2009,tonnes,15720,nutmeg
